id,username,created_at,lng,lat,text
1517741205978857472,MikesFilmTalk,Sat Apr 23 05:44:36 +0000 2022,-94.42388889,35.94833333,"Homemade ream of asparagus soup . @ Lincoln, Arkansas https://t.co/1bQvh5grtA"
1517741233136877569,imdaShxt1x,Sat Apr 23 05:44:42 +0000 2022,-90.1580165,32.230987,I want some dick 😩😩
1517741239218622464,selenaazzz_,Sat Apr 23 05:44:44 +0000 2022,-100.0768885,31.1688935,i just know harry is watching grupo firme 🤠
1517741252254617601,marrgivenchy,Sat Apr 23 05:44:47 +0000 2022,-91.0907995,30.4591,honestly not worrying about popping out whenever i get my man i love my privacy y’all a know im takin but not our e… https://t.co/5S2WmQFCCT
1517741255597436928,JustinCone6,Sat Apr 23 05:44:48 +0000 2022,-100.0768885,31.1688935,@JGWpip Oh no he sees me https://t.co/mDDD6VAb1e
1517741298211602432,KingJay601,Sat Apr 23 05:44:58 +0000 2022,-91.0907995,30.4591,Bored out my gotdamn mind
1517741346060214273,LewDawg85,Sat Apr 23 05:45:09 +0000 2022,-93.1977235,30.202771,Gotta take a bathroom mirror pic... https://t.co/55nvQazc1J
1517741501756940288,JustinCone6,Sat Apr 23 05:45:46 +0000 2022,-100.0768885,31.1688935,@Eg6A5ERpJQt6uIb She looks happy
1517741552122146822,Jet_Setter_Life,Sat Apr 23 05:45:58 +0000 2022,-90.011008,29.982601,Not I’m Still Soar 🙃🙃
1517741607013044231,DuaneRankin,Sat Apr 23 05:46:12 +0000 2022,-90.011008,29.982601,"""When things like that happen to us, we don't shy away from it. That actually makes us go harder. I wouldn't recomm… https://t.co/IlRBQG3gW3"
1517741666295287809,Jet_Setter_Life,Sat Apr 23 05:46:26 +0000 2022,-90.011008,29.982601,Not I’m Still Sore 🙃🙃
1517741681688334338,JustinCone6,Sat Apr 23 05:46:29 +0000 2022,-100.0768885,31.1688935,@gweitv Uhhh 1ok already!?!? This was an hour ago
1517741712675946497,AmandaSuspended,Sat Apr 23 05:46:37 +0000 2022,-90.011008,29.982601,I contemplated calling 911 bc I'm afraid someone won't see that car in the dark but @NOPDNews doesn't show up for anything so 🤷🏾‍♀️
1517741725397274630,BromigoBeGaming,Sat Apr 23 05:46:40 +0000 2022,-100.0768885,31.1688935,Damn I forgot to stream lol. I missed a day dammit
1517741742371520513,i_b_rockin,Sat Apr 23 05:46:44 +0000 2022,-100.0768885,31.1688935,@JeedSays @divya_gandotra @elonmusk Stop projecting amigo 😂
1517741743025893376,MonateMariaa,Sat Apr 23 05:46:44 +0000 2022,-90.063763,29.876808,The lies 😭
1517741746477744129,clairezagorski,Sat Apr 23 05:46:45 +0000 2022,-100.0768885,31.1688935,"oh good, now “Frankenstein opioids” is going to become the next catchy nonsense term I see in literally every headl… https://t.co/zcqJMT6ups"
1517741766300114944,KaleshaB,Sat Apr 23 05:46:50 +0000 2022,-91.16361950000001,30.584425500000002,Lady bartender tonight told me to stop crying. Appreciate that 🌻
1517741851381727232,Bryankorourke,Sat Apr 23 05:47:10 +0000 2022,-90.0792395,30.404169500000002,@georgehahn @profgalloway Great stuff 😂😂
1517741895061020673,MSgirl29,Sat Apr 23 05:47:20 +0000 2022,-89.87644900000001,32.571032,@club_retreats @LivetoErr @cjlewis14 @mamurf41 @kenjeong It is sad that you have to like your own tweets!? What no… https://t.co/iGzpPwLWDe
1517741909694984192,D00MK1LL4,Sat Apr 23 05:47:24 +0000 2022,-92.4001915,31.343874,@BHallBabyDoc @CeeHawk According to assassins Creed if he jumps off the ledge he'll land in a hay stack
1517742002259038210,MicahGowan,Sat Apr 23 05:47:46 +0000 2022,-91.40100849999999,30.937336000000002,@PelsPress People out here panicking. Lol we're fine.
1517742006864330752,big_champlife,Sat Apr 23 05:47:47 +0000 2022,-91.40100849999999,30.937336000000002,Our season..♉💪🏾 https://t.co/XOffSM1UjZ
1517742015156523009,thatmfjay,Sat Apr 23 05:47:49 +0000 2022,-92.7019445,32.5277255,how tf the power out in only one building .. I’m confuseeddd
1517742141199499264,_fred2cold,Sat Apr 23 05:48:19 +0000 2022,-89.87644900000001,32.571032,@Coco_Godde55 Lmfao 😂
